"","Terms","Count","Probability"
"285","for me",14,0.000407355679702048
"286","for our",14,0.000407355679702048
"287","forward to",14,0.000407355679702048
"288","have the",14,0.000407355679702048
"289","i also",14,0.000407355679702048
"290","if they",14,0.000407355679702048
"291","in and",14,0.000407355679702048
"292","instead of",14,0.000407355679702048
"293","it and",14,0.000407355679702048
"294","know that",14,0.000407355679702048
"295","make it",14,0.000407355679702048
"296","not to",14,0.000407355679702048
"297","of all",14,0.000407355679702048
"298","of their",14,0.000407355679702048
"299","of us",14,0.000407355679702048
"300","see the",14,0.000407355679702048
"301","that a",14,0.000407355679702048
"302","that we",14,0.000407355679702048
"303","the people",14,0.000407355679702048
"304","the two",14,0.000407355679702048
"305","the year",14,0.000407355679702048
"306","their own",14,0.000407355679702048
"307","to give",14,0.000407355679702048
"308","to my",14,0.000407355679702048
"309","to our",14,0.000407355679702048
"310","to their",14,0.000407355679702048
"311","to use",14,0.000407355679702048
"312","to you",14,0.000407355679702048
"313","too much",14,0.000407355679702048
"314","was in",14,0.000407355679702048
"315","what i",14,0.000407355679702048
"316","when they",14,0.000407355679702048
"317","would have",14,0.000407355679702048
"318","a day",13,0.000378258845437616
"319","and not",13,0.000378258845437616
"320","and she",13,0.000378258845437616
"321","be able",13,0.000378258845437616
"322","bit of",13,0.000378258845437616
"323","for all",13,0.000378258845437616
"324","for my",13,0.000378258845437616
"325","get a",13,0.000378258845437616
"326","get it",13,0.000378258845437616
"327","he s",13,0.000378258845437616
"328","how much",13,0.000378258845437616
"329","i don",13,0.000378258845437616
"330","i need",13,0.000378258845437616
"331","im not",13,0.000378258845437616
"332","in an",13,0.000378258845437616
"333","is also",13,0.000378258845437616
"334","it in",13,0.000378258845437616
"335","like i",13,0.000378258845437616
"336","more of",13,0.000378258845437616
"337","not be",13,0.000378258845437616
"338","of course",13,0.000378258845437616
"339","of her",13,0.000378258845437616
"340","of its",13,0.000378258845437616
"341","so the",13,0.000378258845437616
"342","st louis",13,0.000378258845437616
"343","that will",13,0.000378258845437616
"344","the back",13,0.000378258845437616
"345","the idea",13,0.000378258845437616
"346","the right",13,0.000378258845437616
"347","them to",13,0.000378258845437616
"348","there was",13,0.000378258845437616
"349","under the",13,0.000378258845437616
"350","we can",13,0.000378258845437616
"351","were not",13,0.000378258845437616
"352","who is",13,0.000378258845437616
"353","you should",13,0.000378258845437616
"354","you think",13,0.000378258845437616
"355","you want",13,0.000378258845437616
"356","a very",12,0.000349162011173184
"357","a week",12,0.000349162011173184
"358","as he",12,0.000349162011173184
"359","as you",12,0.000349162011173184
"360","can t",12,0.000349162011173184
"361","could be",12,0.000349162011173184
"362","does not",12,0.000349162011173184
"363","had been",12,0.000349162011173184
"364","i guess",12,0.000349162011173184
"365","in our",12,0.000349162011173184
"366","in which",12,0.000349162011173184
"367","it has",12,0.000349162011173184
"368","ive been",12,0.000349162011173184
"369","make the",12,0.000349162011173184
"370","no one",12,0.000349162011173184
"371","of people",12,0.000349162011173184
"372","on this",12,0.000349162011173184
"373","should have",12,0.000349162011173184
"374","than a",12,0.000349162011173184
"375","than the",12,0.000349162011173184
"376","that are",12,0.000349162011173184
"377","that she",12,0.000349162011173184
"378","the big",12,0.000349162011173184
"379","the country",12,0.000349162011173184
"380","the game",12,0.000349162011173184
"381","the middle",12,0.000349162011173184
"382","there s",12,0.000349162011173184
"383","this one",12,0.000349162011173184
"384","this time",12,0.000349162011173184
"385","to know",12,0.000349162011173184
"386","to try",12,0.000349162011173184
"387","to work",12,0.000349162011173184
"388","two years",12,0.000349162011173184
"389","up and",12,0.000349162011173184
"390","up for",12,0.000349162011173184
"391","use of",12,0.000349162011173184
"392","we will",12,0.000349162011173184
"393","what is",12,0.000349162011173184
"394","what to",12,0.000349162011173184
"395","when it",12,0.000349162011173184
"396","when she",12,0.000349162011173184
"397","about it",11,0.000320065176908752
"398","against the",11,0.000320065176908752
"399","and as",11,0.000320065176908752
"400","and in",11,0.000320065176908752
"401","and is",11,0.000320065176908752
"402","as it",11,0.000320065176908752
"403","back in",11,0.000320065176908752
"404","back on",11,0.000320065176908752
"405","came to",11,0.000320065176908752
"406","enough to",11,0.000320065176908752
"407","first time",11,0.000320065176908752
"408","for you",11,0.000320065176908752
"409","got a",11,0.000320065176908752
"410","got to",11,0.000320065176908752
"411","hotel venice",11,0.000320065176908752
"412","i should",11,0.000320065176908752
"413","in it",11,0.000320065176908752
"414","in your",11,0.000320065176908752
"415","is in",11,0.000320065176908752
"416","it up",11,0.000320065176908752
"417","know what",11,0.000320065176908752
"418","lots of",11,0.000320065176908752
"419","may be",11,0.000320065176908752
"420","of that",11,0.000320065176908752
"421","of those",11,0.000320065176908752
"422","on his",11,0.000320065176908752
"423","or the",11,0.000320065176908752
"424","piece of",11,0.000320065176908752
"425","plan to",11,0.000320065176908752
"426","santelena hotel",11,0.000320065176908752
"427","she has",11,0.000320065176908752
"428","take a",11,0.000320065176908752
"429","talk about",11,0.000320065176908752
"430","tell you",11,0.000320065176908752
"431","the s",11,0.000320065176908752
"432","the santelena",11,0.000320065176908752
"433","the show",11,0.000320065176908752
"434","the top",11,0.000320065176908752
"435","those who",11,0.000320065176908752
"436","thought it",11,0.000320065176908752
"437","thousands of",11,0.000320065176908752
"438","time i",11,0.000320065176908752
"439","to eat",11,0.000320065176908752
"440","to hear",11,0.000320065176908752
"441","to play",11,0.000320065176908752
"442","to read",11,0.000320065176908752
"443","up a",11,0.000320065176908752
"444","venice italy",11,0.000320065176908752
"445","wait to",11,0.000320065176908752
"446","we had",11,0.000320065176908752
"447","where the",11,0.000320065176908752
"448","who are",11,0.000320065176908752
"449","who have",11,0.000320065176908752
"450","who was",11,0.000320065176908752
"451","a huge",10,0.00029096834264432
"452","a large",10,0.00029096834264432
"453","a man",10,0.00029096834264432
"454","across the",10,0.00029096834264432
"455","all day",10,0.00029096834264432
"456","all that",10,0.00029096834264432
"457","and have",10,0.00029096834264432
"458","and how",10,0.00029096834264432
"459","at this",10,0.00029096834264432
"460","back and",10,0.00029096834264432
"461","be in",10,0.00029096834264432
"462","beginning of",10,0.00029096834264432
"463","but they",10,0.00029096834264432
"464","called the",10,0.00029096834264432
"465","could have",10,0.00029096834264432
"466","department of",10,0.00029096834264432
"467","down to",10,0.00029096834264432
"468","easy to",10,0.00029096834264432
"469","filled with",10,0.00029096834264432
"470","front of",10,0.00029096834264432
"471","had the",10,0.00029096834264432
"472","having a",10,0.00029096834264432
"473","he says",10,0.00029096834264432
"474","he would",10,0.00029096834264432
"475","how i",10,0.00029096834264432
"476","i d",10,0.00029096834264432
"477","i didnt",10,0.00029096834264432
"478","i get",10,0.00029096834264432
"479","i want",10,0.00029096834264432
"480","in that",10,0.00029096834264432
"481","it i",10,0.00029096834264432
"482","know i",10,0.00029096834264432
"483","last night",10,0.00029096834264432
"484","looking forward",10,0.00029096834264432
"485","many of",10,0.00029096834264432
"486","me and",10,0.00029096834264432
"487","my own",10,0.00029096834264432
"488","not that",10,0.00029096834264432
"489","number of",10,0.00029096834264432
"490","of one",10,0.00029096834264432
"491","off the",10,0.00029096834264432
"492","on your",10,0.00029096834264432
"493","percent of",10,0.00029096834264432
"494","ready for",10,0.00029096834264432
"495","see you",10,0.00029096834264432
"496","she s",10,0.00029096834264432
"497","so you",10,0.00029096834264432
"498","the beginning",10,0.00029096834264432
"499","the company",10,0.00029096834264432
"500","the government",10,0.00029096834264432
"501","the story",10,0.00029096834264432
"502","them and",10,0.00029096834264432
"503","they had",10,0.00029096834264432
"504","think the",10,0.00029096834264432
"505","this weekend",10,0.00029096834264432
"506","to look",10,0.00029096834264432
"507","up on",10,0.00029096834264432
"508","was going",10,0.00029096834264432
"509","was to",10,0.00029096834264432
"510","which was",10,0.00029096834264432
"511","while the",10,0.00029096834264432
"512","with an",10,0.00029096834264432
"513","with it",10,0.00029096834264432
"514","with some",10,0.00029096834264432
"515","would you",10,0.00029096834264432
"516","yes i",10,0.00029096834264432
"517","you could",10,0.00029096834264432
"518","you for",10,0.00029096834264432
"519","you like",10,0.00029096834264432
"520","a piece",9,0.000261871508379888
"521","a while",9,0.000261871508379888
"522","after a",9,0.000261871508379888
"523","among the",9,0.000261871508379888
"524","an hour",9,0.000261871508379888
"525","and for",9,0.000261871508379888
"526","and if",9,0.000261871508379888
"527","and its",9,0.000261871508379888
"528","and on",9,0.000261871508379888
"529","and so",9,0.000261871508379888
"530","are just",9,0.000261871508379888
"531","are not",9,0.000261871508379888
"532","as an",9,0.000261871508379888
"533","at home",9,0.000261871508379888
"534","based on",9,0.000261871508379888
"535","because they",9,0.000261871508379888
"536","better than",9,0.000261871508379888
"537","but he",9,0.000261871508379888
"538","but not",9,0.000261871508379888
"539","but we",9,0.000261871508379888
"540","come to",9,0.000261871508379888
"541","did a",9,0.000261871508379888
"542","for her",9,0.000261871508379888
"543","for his",9,0.000261871508379888
"544","for more",9,0.000261871508379888
"545","for their",9,0.000261871508379888
"546","for them",9,0.000261871508379888
"547","his wife",9,0.000261871508379888
"548","home and",9,0.000261871508379888
"549","i made",9,0.000261871508379888
"550","i might",9,0.000261871508379888
"551","in all",9,0.000261871508379888
"552","in front",9,0.000261871508379888
"553","in her",9,0.000261871508379888
"554","in order",9,0.000261871508379888
"555","in recent",9,0.000261871508379888
"556","is it",9,0.000261871508379888
"557","is no",9,0.000261871508379888
"558","it on",9,0.000261871508379888
"559","keep it",9,0.000261871508379888
"560","know the",9,0.000261871508379888
"561","like that",9,0.000261871508379888
"562","may have",9,0.000261871508379888
"563","members of",9,0.000261871508379888
"564","my favorite",9,0.000261871508379888
"565","now i",9,0.000261871508379888
"566","of these",9,0.000261871508379888
"567","of your",9,0.000261871508379888
"568","on and",9,0.000261871508379888
"569","on saturday",9,0.000261871508379888
"570","on their",9,0.000261871508379888
"571","on to",9,0.000261871508379888
"572","or a",9,0.000261871508379888
"573","out and",9,0.000261871508379888
"574","out for",9,0.000261871508379888
"575","out to",9,0.000261871508379888
"576","proud of",9,0.000261871508379888
"577","s not",9,0.000261871508379888
"578","said in",9,0.000261871508379888
"579","said it",9,0.000261871508379888
"580","so far",9,0.000261871508379888
"581","that has",9,0.000261871508379888
"582","that were",9,0.000261871508379888
"583","the american",9,0.000261871508379888
"584","the case",9,0.000261871508379888
"585","the court",9,0.000261871508379888
"586","the death",9,0.000261871508379888
"587","the field",9,0.000261871508379888
"588","the final",9,0.000261871508379888
"589","the fourth",9,0.000261871508379888
"590","the house",9,0.000261871508379888
"591","the kids",9,0.000261871508379888
"592","the national",9,0.000261871508379888
"593","the night",9,0.000261871508379888
"594","the season",9,0.000261871508379888
"595","the university",9,0.000261871508379888
"596","the white",9,0.000261871508379888
"597","then the",9,0.000261871508379888
"598","this was",9,0.000261871508379888
"599","to an",9,0.000261871508379888
"600","to her",9,0.000261871508379888
"601","to live",9,0.000261871508379888
"602","to one",9,0.000261871508379888
"603","to pm",9,0.000261871508379888
"604","to start",9,0.000261871508379888
"605","to watch",9,0.000261871508379888
"606","to win",9,0.000261871508379888
"607","to write",9,0.000261871508379888
"608","us and",9,0.000261871508379888
"609","was also",9,0.000261871508379888
"610","we do",9,0.000261871508379888
"611","what you",9,0.000261871508379888
"612","when he",9,0.000261871508379888
"613","why is",9,0.000261871508379888
"614","will not",9,0.000261871508379888
"615","with all",9,0.000261871508379888
"616","with his",9,0.000261871508379888
"617","you get",9,0.000261871508379888
"618","you to",9,0.000261871508379888
"619","a free",8,0.000232774674115456
"620","a single",8,0.000232774674115456
"621","a team",8,0.000232774674115456
"622","add the",8,0.000232774674115456
"623","ahead of",8,0.000232774674115456
"624","and all",8,0.000232774674115456
"625","and her",8,0.000232774674115456
"626","and im",8,0.000232774674115456
"627","and more",8,0.000232774674115456
"628","are in",8,0.000232774674115456
"629","are so",8,0.000232774674115456
"630","as much",8,0.000232774674115456
"631","as we",8,0.000232774674115456
"632","at pm",8,0.000232774674115456
"633","because the",8,0.000232774674115456
"634","been a",8,0.000232774674115456
"635","come up",8,0.000232774674115456
"636","death of",8,0.000232774674115456
"637","decided to",8,0.000232774674115456
"638","did you",8,0.000232774674115456
"639","didnt have",8,0.000232774674115456
"640","do i",8,0.000232774674115456
"641","do that",8,0.000232774674115456
"642","doesn t",8,0.000232774674115456
"643","dont want",8,0.000232774674115456
"644","ended up",8,0.000232774674115456
"645","even though",8,0.000232774674115456
"646","every day",8,0.000232774674115456
"647","few years",8,0.000232774674115456
"648","find a",8,0.000232774674115456
"649","for about",8,0.000232774674115456
"650","for it",8,0.000232774674115456
"651","for some",8,0.000232774674115456
"652","for those",8,0.000232774674115456
"653","for us",8,0.000232774674115456
"654","get the",8,0.000232774674115456
"655","get to",8,0.000232774674115456
"656","hard to",8,0.000232774674115456
"657","have an",8,0.000232774674115456
"658","have had",8,0.000232774674115456
"659","her and",8,0.000232774674115456
"660","him to",8,0.000232774674115456
"661","i decided",8,0.000232774674115456
"662","i like",8,0.000232774674115456
"663","i see",8,0.000232774674115456
"664","if it",8,0.000232774674115456
"665","if we",8,0.000232774674115456
"666","in fact",8,0.000232774674115456
"667","in its",8,0.000232774674115456
"668","in new",8,0.000232774674115456
"669","is now",8,0.000232774674115456
"670","it all",8,0.000232774674115456
"671","it comes",8,0.000232774674115456
"672","its just",8,0.000232774674115456
"673","its not",8,0.000232774674115456
"674","its the",8,0.000232774674115456
"675","keep the",8,0.000232774674115456
"676","least one",8,0.000232774674115456
"677","let me",8,0.000232774674115456
"678","list of",8,0.000232774674115456
"679","listening to",8,0.000232774674115456
"680","live in",8,0.000232774674115456
"681","los angeles",8,0.000232774674115456
"682","made it",8,0.000232774674115456
"683","made the",8,0.000232774674115456
"684","many people",8,0.000232774674115456
"685","might have",8,0.000232774674115456
"686","moved to",8,0.000232774674115456
"687","much of",8,0.000232774674115456
"688","need a",8,0.000232774674115456
"689","not in",8,0.000232774674115456
"690","of any",8,0.000232774674115456
"691","of some",8,0.000232774674115456
"692","on how",8,0.000232774674115456
"693","one day",8,0.000232774674115456
"694","one that",8,0.000232774674115456
"695","or even",8,0.000232774674115456
"696","out in",8,0.000232774674115456
"697","out there",8,0.000232774674115456
"698","people to",8,0.000232774674115456
"699","president of",8,0.000232774674115456
"700","s in",8,0.000232774674115456
"701","s the",8,0.000232774674115456
"702","said we",8,0.000232774674115456
"703","say that",8,0.000232774674115456
"704","seem to",8,0.000232774674115456
"705","so im",8,0.000232774674115456
"706","sounds like",8,0.000232774674115456
"707","thanks to",8,0.000232774674115456
"708","the future",8,0.000232774674115456
"709","the good",8,0.000232774674115456
"710","the public",8,0.000232774674115456
"711","the rest",8,0.000232774674115456
"712","the wall",8,0.000232774674115456
"713","theres a",8,0.000232774674115456
"714","they did",8,0.000232774674115456
"715","they re",8,0.000232774674115456
"716","things that",8,0.000232774674115456
"717","this morning",8,0.000232774674115456
"718","through a",8,0.000232774674115456
"719","to his",8,0.000232774674115456
"720","to send",8,0.000232774674115456
"721","to tell",8,0.000232774674115456
"722","told the",8,0.000232774674115456
"723","university of",8,0.000232774674115456
"724","until the",8,0.000232774674115456
"725","up in",8,0.000232774674115456
"726","version of",8,0.000232774674115456
"727","was an",8,0.000232774674115456
"728","was so",8,0.000232774674115456
"729","wasn t",8,0.000232774674115456
"730","welcome to",8,0.000232774674115456
"731","went to",8,0.000232774674115456
"732","when a",8,0.000232774674115456
"733","which i",8,0.000232774674115456
"734","will have",8,0.000232774674115456
"735","wish i",8,0.000232774674115456
"736","with her",8,0.000232774674115456
"737","with him",8,0.000232774674115456
"738","with you",8,0.000232774674115456
"739","would like",8,0.000232774674115456
"740","you guys",8,0.000232774674115456
"741","you re",8,0.000232774674115456
"742","you were",8,0.000232774674115456
"743","your favorite",8,0.000232774674115456
"744","a better",7,0.000203677839851024
"745","a chance",7,0.000203677839851024
"746","a job",7,0.000203677839851024
"747","a much",7,0.000203677839851024
"748","a real",7,0.000203677839851024
"749","a second",7,0.000203677839851024
"750","a time",7,0.000203677839851024
"751","all i",7,0.000203677839851024
"752","am i",7,0.000203677839851024
"753","amount of",7,0.000203677839851024
"754","and my",7,0.000203677839851024
"755","and no",7,0.000203677839851024
"756","and this",7,0.000203677839851024
"757","and when",7,0.000203677839851024
"758","any of",7,0.000203677839851024
"759","are also",7,0.000203677839851024
"760","are now",7,0.000203677839851024
"761","at and",7,0.000203677839851024
"762","aware of",7,0.000203677839851024
"763","back into",7,0.000203677839851024
"764","be an",7,0.000203677839851024
"765","be found",7,0.000203677839851024
"766","before and",7,0.000203677839851024
"767","being the",7,0.000203677839851024
"768","believe that",7,0.000203677839851024
"769","between the",7,0.000203677839851024
"770","bunch of",7,0.000203677839851024
"771","but that",7,0.000203677839851024
"772","but then",7,0.000203677839851024
"773","can do",7,0.000203677839851024
"774","close to",7,0.000203677839851024
"775","comes from",7,0.000203677839851024
"776","comes to",7,0.000203677839851024
"777","day at",7,0.000203677839851024
"778","day to",7,0.000203677839851024
"779","did the",7,0.000203677839851024
"780","do a",7,0.000203677839851024
"781","especially in",7,0.000203677839851024
"782","expected to",7,0.000203677839851024
"783","for years",7,0.000203677839851024
"784","for your",7,0.000203677839851024
"785","gave up",7,0.000203677839851024
"786","go in",7,0.000203677839851024
"787","go on",7,0.000203677839851024
"788","group of",7,0.000203677839851024
"789","had an",7,0.000203677839851024
"790","had no",7,0.000203677839851024
"791","have you",7,0.000203677839851024
"792","he had",7,0.000203677839851024
"793","him and",7,0.000203677839851024
"794","how the",7,0.000203677839851024
"795","i came",7,0.000203677839851024
"796","i didn",7,0.000203677839851024
"797","i said",7,0.000203677839851024
"798","i saw",7,0.000203677839851024
"799","i still",7,0.000203677839851024
"800","if there",7,0.000203677839851024
"801","im a",7,0.000203677839851024
"802","in for",7,0.000203677839851024
"803","in italy",7,0.000203677839851024
"804","in life",7,0.000203677839851024
"805","in san",7,0.000203677839851024
"806","in some",7,0.000203677839851024
"807","into his",7,0.000203677839851024
"808","is just",7,0.000203677839851024
"809","is our",7,0.000203677839851024
"810","is so",7,0.000203677839851024
"811","it had",7,0.000203677839851024
"812","it the",7,0.000203677839851024
"813","know how",7,0.000203677839851024
