"","Terms","Count","Probability"
"186","but i was",4,0.000580888759802498
"187","but it is",4,0.000580888759802498
"188","cake cake cake",4,0.000580888759802498
"189","came to the",4,0.000580888759802498
"190","death of a",4,0.000580888759802498
"191","down to the",4,0.000580888759802498
"192","due to the",4,0.000580888759802498
"193","for more than",4,0.000580888759802498
"194","for the follow",4,0.000580888759802498
"195","get back to",4,0.000580888759802498
"196","go back to",4,0.000580888759802498
"197","going to get",4,0.000580888759802498
"198","great way to",4,0.000580888759802498
"199","had to be",4,0.000580888759802498
"200","have been a",4,0.000580888759802498
"201","have to do",4,0.000580888759802498
"202","he doesn t",4,0.000580888759802498
"203","i am not",4,0.000580888759802498
"204","i am so",4,0.000580888759802498
"205","i do not",4,0.000580888759802498
"206","i got the",4,0.000580888759802498
"207","i have always",4,0.000580888759802498
"208","i just want",4,0.000580888759802498
"209","i think i",4,0.000580888759802498
"210","i think the",4,0.000580888759802498
"211","i thought of",4,0.000580888759802498
"212","i wanted to",4,0.000580888759802498
"213","i was a",4,0.000580888759802498
"214","i was able",4,0.000580888759802498
"215","i was in",4,0.000580888759802498
"216","i was the",4,0.000580888759802498
"217","i would be",4,0.000580888759802498
"218","i would like",4,0.000580888759802498
"219","if you can",4,0.000580888759802498
"220","if you re",4,0.000580888759802498
"221","in a large",4,0.000580888759802498
"222","in a statement",4,0.000580888759802498
"223","in a way",4,0.000580888759802498
"224","in my head",4,0.000580888759802498
"225","in recent months",4,0.000580888759802498
"226","in the back",4,0.000580888759802498
"227","in the block",4,0.000580888759802498
"228","in the city",4,0.000580888759802498
"229","in the end",4,0.000580888759802498
"230","in the first",4,0.000580888759802498
"231","in the year",4,0.000580888759802498
"232","is in the",4,0.000580888759802498
"233","is not a",4,0.000580888759802498
"234","is still a",4,0.000580888759802498
"235","it easier for",4,0.000580888759802498
"236","it had the",4,0.000580888759802498
"237","it s the",4,0.000580888759802498
"238","it to the",4,0.000580888759802498
"239","it was the",4,0.000580888759802498
"240","let me know",4,0.000580888759802498
"241","many of the",4,0.000580888759802498
"242","many of them",4,0.000580888759802498
"243","meant to be",4,0.000580888759802498
"244","member of the",4,0.000580888759802498
"245","not going to",4,0.000580888759802498
"246","of last week",4,0.000580888759802498
"247","of my favorite",4,0.000580888759802498
"248","of the most",4,0.000580888759802498
"249","of the state",4,0.000580888759802498
"250","of the things",4,0.000580888759802498
"251","of thousands of",4,0.000580888759802498
"252","on how to",4,0.000580888759802498
"253","on the other",4,0.000580888759802498
"254","one of his",4,0.000580888759802498
"255","one of our",4,0.000580888759802498
"256","one of those",4,0.000580888759802498
"257","out of his",4,0.000580888759802498
"258","out on the",4,0.000580888759802498
"259","people who are",4,0.000580888759802498
"260","president of the",4,0.000580888759802498
"261","rest of the",4,0.000580888759802498
"262","so you can",4,0.000580888759802498
"263","supposed to be",4,0.000580888759802498
"264","thanks for following",4,0.000580888759802498
"265","that he is",4,0.000580888759802498
"266","that there is",4,0.000580888759802498
"267","that we are",4,0.000580888759802498
"268","the age of",4,0.000580888759802498
"269","the back of",4,0.000580888759802498
"270","the department of",4,0.000580888759802498
"271","the fact that",4,0.000580888759802498
"272","the fourth quarter",4,0.000580888759802498
"273","the house and",4,0.000580888759802498
"274","the past few",4,0.000580888759802498
"275","the style of",4,0.000580888759802498
"276","the united states",4,0.000580888759802498
"277","the us and",4,0.000580888759802498
"278","the way i",4,0.000580888759802498
"279","there was a",4,0.000580888759802498
"280","they did not",4,0.000580888759802498
"281","thing to do",4,0.000580888759802498
"282","thought it was",4,0.000580888759802498
"283","to come up",4,0.000580888759802498
"284","to do with",4,0.000580888759802498
"285","to go back",4,0.000580888759802498
"286","to hear the",4,0.000580888759802498
"287","to know that",4,0.000580888759802498
"288","to live with",4,0.000580888759802498
"289","to try and",4,0.000580888759802498
"290","up in the",4,0.000580888759802498
"291","up on the",4,0.000580888759802498
"292","up to the",4,0.000580888759802498
"293","used to be",4,0.000580888759802498
"294","was a little",4,0.000580888759802498
"295","was the first",4,0.000580888759802498
"296","were on the",4,0.000580888759802498
"297","would be a",4,0.000580888759802498
"298","would have to",4,0.000580888759802498
"299","you can get",4,0.000580888759802498
"300","you should have",4,0.000580888759802498
"301","a chance to",3,0.000435666569851873
"302","a few days",3,0.000435666569851873
"303","a few of",3,0.000435666569851873
"304","a great time",3,0.000435666569851873
"305","a great way",3,0.000435666569851873
"306","a lack of",3,0.000435666569851873
"307","a list of",3,0.000435666569851873
"308","a little and",3,0.000435666569851873
"309","a little while",3,0.000435666569851873
"310","a long time",3,0.000435666569851873
"311","a long way",3,0.000435666569851873
"312","a plan to",3,0.000435666569851873
"313","a short list",3,0.000435666569851873
"314","a team that",3,0.000435666569851873
"315","a variety of",3,0.000435666569851873
"316","a year ago",3,0.000435666569851873
"317","across the country",3,0.000435666569851873
"318","addition to the",3,0.000435666569851873
"319","after the first",3,0.000435666569851873
"320","am to pm",3,0.000435666569851873
"321","and add the",3,0.000435666569851873
"322","and all that",3,0.000435666569851873
"323","and then the",3,0.000435666569851873
"324","and went to",3,0.000435666569851873
"325","any type of",3,0.000435666569851873
"326","are able to",3,0.000435666569851873
"327","are expected to",3,0.000435666569851873
"328","are going to",3,0.000435666569851873
"329","as am i",3,0.000435666569851873
"330","as far as",3,0.000435666569851873
"331","as i had",3,0.000435666569851873
"332","as it is",3,0.000435666569851873
"333","as long as",3,0.000435666569851873
"334","as one of",3,0.000435666569851873
"335","at a time",3,0.000435666569851873
"336","at about pm",3,0.000435666569851873
"337","at any time",3,0.000435666569851873
"338","at home and",3,0.000435666569851873
"339","at the back",3,0.000435666569851873
"340","at the beginning",3,0.000435666569851873
"341","at the same",3,0.000435666569851873
"342","back on the",3,0.000435666569851873
"343","based on the",3,0.000435666569851873
"344","be the last",3,0.000435666569851873
"345","be willing to",3,0.000435666569851873
"346","because i was",3,0.000435666569851873
"347","because of a",3,0.000435666569851873
"348","because they were",3,0.000435666569851873
"349","been trying to",3,0.000435666569851873
"350","box from barnes",3,0.000435666569851873
"351","but i dont",3,0.000435666569851873
"352","but i had",3,0.000435666569851873
"353","but i m",3,0.000435666569851873
"354","but i think",3,0.000435666569851873
"355","but it sounds",3,0.000435666569851873
"356","but it was",3,0.000435666569851873
"357","came to a",3,0.000435666569851873
"358","can be a",3,0.000435666569851873
"359","can i just",3,0.000435666569851873
"360","cant think of",3,0.000435666569851873
"361","career in the",3,0.000435666569851873
"362","chief executive officer",3,0.000435666569851873
"363","could have been",3,0.000435666569851873
"364","day at the",3,0.000435666569851873
"365","day to you",3,0.000435666569851873
"366","declined to comment",3,0.000435666569851873
"367","didn t get",3,0.000435666569851873
"368","didnt have a",3,0.000435666569851873
"369","director of the",3,0.000435666569851873
"370","do you know",3,0.000435666569851873
"371","do you think",3,0.000435666569851873
"372","don t have",3,0.000435666569851873
"373","don t want",3,0.000435666569851873
"374","dont know what",3,0.000435666569851873
"375","dont know why",3,0.000435666569851873
"376","dont worry about",3,0.000435666569851873
"377","even though i",3,0.000435666569851873
"378","feels like a",3,0.000435666569851873
"379","few years ago",3,0.000435666569851873
"380","followed by a",3,0.000435666569851873
"381","for a little",3,0.000435666569851873
"382","for a while",3,0.000435666569851873
"383","for an hour",3,0.000435666569851873
"384","for me i",3,0.000435666569851873
"385","for more info",3,0.000435666569851873
"386","for people to",3,0.000435666569851873
"387","for the last",3,0.000435666569851873
"388","for the oregon",3,0.000435666569851873
"389","for the sake",3,0.000435666569851873
"390","for them to",3,0.000435666569851873
"391","for those people",3,0.000435666569851873
"392","friend of mine",3,0.000435666569851873
"393","from barnes and",3,0.000435666569851873
"394","game of thrones",3,0.000435666569851873
"395","gave up the",3,0.000435666569851873
"396","getting back to",3,0.000435666569851873
"397","go on and",3,0.000435666569851873
"398","going to have",3,0.000435666569851873
"399","good news is",3,0.000435666569851873
"400","had a lot",3,0.000435666569851873
"401","half of the",3,0.000435666569851873
"402","has a lot",3,0.000435666569851873
"403","has been taken",3,0.000435666569851873
"404","has not been",3,0.000435666569851873
"405","have a great",3,0.000435666569851873
"406","have a lot",3,0.000435666569851873
"407","have been in",3,0.000435666569851873
"408","have been working",3,0.000435666569851873
"409","have to say",3,0.000435666569851873
"410","he has a",3,0.000435666569851873
"411","he said it",3,0.000435666569851873
"412","head of the",3,0.000435666569851873
"413","here s a",3,0.000435666569851873
"414","him and his",3,0.000435666569851873
"415","how do i",3,0.000435666569851873
"416","how do you",3,0.000435666569851873
"417","hundreds of thousands",3,0.000435666569851873
"418","i am glad",3,0.000435666569851873
"419","i am sure",3,0.000435666569851873
"420","i am the",3,0.000435666569851873
"421","i cant think",3,0.000435666569851873
"422","i did the",3,0.000435666569851873
"423","i got a",3,0.000435666569851873
"424","i have an",3,0.000435666569851873
"425","i know you",3,0.000435666569851873
"426","i like to",3,0.000435666569851873
"427","i love that",3,0.000435666569851873
"428","i loved the",3,0.000435666569851873
"429","i m going",3,0.000435666569851873
"430","i need a",3,0.000435666569851873
"431","i think it",3,0.000435666569851873
"432","i think that",3,0.000435666569851873
"433","i thought i",3,0.000435666569851873
"434","i was expecting",3,0.000435666569851873
"435","i was going",3,0.000435666569851873
"436","i wasn t",3,0.000435666569851873
"437","i will be",3,0.000435666569851873
"438","i will not",3,0.000435666569851873
"439","if i could",3,0.000435666569851873
"440","if i ever",3,0.000435666569851873
"441","if there is",3,0.000435666569851873
"442","if they are",3,0.000435666569851873
"443","if we are",3,0.000435666569851873
"444","if you were",3,0.000435666569851873
"445","ill never forget",3,0.000435666569851873
"446","in a row",3,0.000435666569851873
"447","in a small",3,0.000435666569851873
"448","in addition to",3,0.000435666569851873
"449","in case you",3,0.000435666569851873
"450","in each of",3,0.000435666569851873
"451","in favor of",3,0.000435666569851873
"452","in my life",3,0.000435666569851873
"453","in my opinion",3,0.000435666569851873
"454","in san francisco",3,0.000435666569851873
"455","in spite of",3,0.000435666569851873
"456","in st louis",3,0.000435666569851873
"457","in the face",3,0.000435666569851873
"458","in the new",3,0.000435666569851873
"459","in the next",3,0.000435666569851873
"460","in the past",3,0.000435666569851873
"461","in the refrigerator",3,0.000435666569851873
"462","in the state",3,0.000435666569851873
"463","is a great",3,0.000435666569851873
"464","is a much",3,0.000435666569851873
"465","is accused of",3,0.000435666569851873
"466","is having a",3,0.000435666569851873
"467","is on the",3,0.000435666569851873
"468","is the fourth",3,0.000435666569851873
"469","it can be",3,0.000435666569851873
"470","it comes to",3,0.000435666569851873
"471","it feels like",3,0.000435666569851873
"472","it in the",3,0.000435666569851873
"473","it into the",3,0.000435666569851873
"474","it is in",3,0.000435666569851873
"475","it means a",3,0.000435666569851873
"476","it on the",3,0.000435666569851873
"477","it s a",3,0.000435666569851873
"478","it sounds like",3,0.000435666569851873
"479","it took me",3,0.000435666569851873
"480","it was in",3,0.000435666569851873
"481","it was just",3,0.000435666569851873
"482","its built on",3,0.000435666569851873
"483","its just that",3,0.000435666569851873
"484","its the first",3,0.000435666569851873
"485","just don t",3,0.000435666569851873
"486","just want to",3,0.000435666569851873
"487","know that i",3,0.000435666569851873
"488","knowledge of the",3,0.000435666569851873
"489","later this year",3,0.000435666569851873
"490","let us know",3,0.000435666569851873
"491","like i did",3,0.000435666569851873
"492","listen to the",3,0.000435666569851873
"493","look forward to",3,0.000435666569851873
"494","m going to",3,0.000435666569851873
"495","make it a",3,0.000435666569851873
"496","may not be",3,0.000435666569851873
"497","me and i",3,0.000435666569851873
"498","more and more",3,0.000435666569851873
"499","more of the",3,0.000435666569851873
"500","more than that",3,0.000435666569851873
"501","more than the",3,0.000435666569851873
"502","much better than",3,0.000435666569851873
"503","much of the",3,0.000435666569851873
"504","my new job",3,0.000435666569851873
"505","national honor society",3,0.000435666569851873
"506","needs to be",3,0.000435666569851873
"507","news is that",3,0.000435666569851873
"508","not that i",3,0.000435666569851873
"509","now i am",3,0.000435666569851873
"510","now that the",3,0.000435666569851873
"511","of course there",3,0.000435666569851873
"512","of my life",3,0.000435666569851873
"513","of my own",3,0.000435666569851873
"514","of the new",3,0.000435666569851873
"515","of the people",3,0.000435666569851873
"516","of the s",3,0.000435666569851873
"517","of the same",3,0.000435666569851873
"518","of the time",3,0.000435666569851873
"519","of the world",3,0.000435666569851873
"520","of what i",3,0.000435666569851873
"521","on behalf of",3,0.000435666569851873
"522","on my birthday",3,0.000435666569851873
"523","on the court",3,0.000435666569851873
"524","on the field",3,0.000435666569851873
"525","on top of",3,0.000435666569851873
"526","one thing i",3,0.000435666569851873
"527","only way to",3,0.000435666569851873
"528","out for a",3,0.000435666569851873
"529","out in the",3,0.000435666569851873
"530","out of it",3,0.000435666569851873
"531","part of this",3,0.000435666569851873
"532","perhaps it was",3,0.000435666569851873
"533","point of view",3,0.000435666569851873
"534","pros and cons",3,0.000435666569851873
"535","proud of you",3,0.000435666569851873
"536","put together a",3,0.000435666569851873
"537","role in the",3,0.000435666569851873
"538","said he has",3,0.000435666569851873
"539","said he would",3,0.000435666569851873
"540","see you then",3,0.000435666569851873
"541","share with you",3,0.000435666569851873
"542","she began to",3,0.000435666569851873
"543","should have been",3,0.000435666569851873
"544","shout out to",3,0.000435666569851873
"545","sign up for",3,0.000435666569851873
"546","so i thought",3,0.000435666569851873
"547","so if you",3,0.000435666569851873
"548","so much more",3,0.000435666569851873
"549","soon as i",3,0.000435666569851873
"550","sounds like a",3,0.000435666569851873
"551","t feel like",3,0.000435666569851873
"552","t want to",3,0.000435666569851873
"553","than a year",3,0.000435666569851873
"554","that he was",3,0.000435666569851873
"555","that he would",3,0.000435666569851873
"556","that i had",3,0.000435666569851873
"557","that i have",3,0.000435666569851873
"558","that i was",3,0.000435666569851873
"559","that if you",3,0.000435666569851873
"560","that isn t",3,0.000435666569851873
"561","that it is",3,0.000435666569851873
"562","that it was",3,0.000435666569851873
"563","that s a",3,0.000435666569851873
"564","that s not",3,0.000435666569851873
"565","that the state",3,0.000435666569851873
"566","that they have",3,0.000435666569851873
"567","that this is",3,0.000435666569851873
"568","that will make",3,0.000435666569851873
"569","that you are",3,0.000435666569851873
"570","that you can",3,0.000435666569851873
"571","the amount of",3,0.000435666569851873
"572","the best for",3,0.000435666569851873
"573","the course of",3,0.000435666569851873
"574","the first few",3,0.000435666569851873
"575","the first half",3,0.000435666569851873
"576","the first installment",3,0.000435666569851873
"577","the form of",3,0.000435666569851873
"578","the future of",3,0.000435666569851873
"579","the good news",3,0.000435666569851873
"580","the idea of",3,0.000435666569851873
"581","the majority of",3,0.000435666569851873
"582","the number of",3,0.000435666569851873
"583","the only way",3,0.000435666569851873
"584","the opportunity to",3,0.000435666569851873
"585","the people who",3,0.000435666569851873
"586","the prospect of",3,0.000435666569851873
"587","the result of",3,0.000435666569851873
"588","the right to",3,0.000435666569851873
"589","the sake of",3,0.000435666569851873
"590","the same thing",3,0.000435666569851873
"591","the same time",3,0.000435666569851873
"592","the san francisco",3,0.000435666569851873
"593","the second round",3,0.000435666569851873
"594","the things that",3,0.000435666569851873
"595","the time to",3,0.000435666569851873
"596","the two men",3,0.000435666569851873
"597","the wall street",3,0.000435666569851873
"598","the white house",3,0.000435666569851873
"599","the winner of",3,0.000435666569851873
"600","the world i",3,0.000435666569851873
"601","there are a",3,0.000435666569851873
"602","there are other",3,0.000435666569851873
"603","there is the",3,0.000435666569851873
"604","there s a",3,0.000435666569851873
"605","there s no",3,0.000435666569851873
"606","they are also",3,0.000435666569851873
"607","they had a",3,0.000435666569851873
"608","they seemed to",3,0.000435666569851873
"609","they used to",3,0.000435666569851873
"610","thing to the",3,0.000435666569851873
"611","think of one",3,0.000435666569851873
"612","this is an",3,0.000435666569851873
"613","this is not",3,0.000435666569851873
"614","this would be",3,0.000435666569851873
"615","this year is",3,0.000435666569851873
"616","thousands of years",3,0.000435666569851873
"617","time after time",3,0.000435666569851873
"618","time of the",3,0.000435666569851873
"619","time on the",3,0.000435666569851873
"620","time to come",3,0.000435666569851873
"621","to be an",3,0.000435666569851873
"622","to be heard",3,0.000435666569851873
"623","to be honest",3,0.000435666569851873
"624","to believe that",3,0.000435666569851873
"625","to build a",3,0.000435666569851873
"626","to come back",3,0.000435666569851873
"627","to come home",3,0.000435666569851873
"628","to describe a",3,0.000435666569851873
"629","to do it",3,0.000435666569851873
"630","to do that",3,0.000435666569851873
"631","to end the",3,0.000435666569851873
"632","to expand the",3,0.000435666569851873
"633","to find a",3,0.000435666569851873
"634","to find someone",3,0.000435666569851873
"635","to get a",3,0.000435666569851873
"636","to get in",3,0.000435666569851873
"637","to get it",3,0.000435666569851873
"638","to get the",3,0.000435666569851873
"639","to get to",3,0.000435666569851873
"640","to keep it",3,0.000435666569851873
"641","to make it",3,0.000435666569851873
"642","to say i",3,0.000435666569851873
"643","to say that",3,0.000435666569851873
"644","to see if",3,0.000435666569851873
"645","to see what",3,0.000435666569851873
"646","to share with",3,0.000435666569851873
"647","to the bathroom",3,0.000435666569851873
"648","to the city",3,0.000435666569851873
"649","to the us",3,0.000435666569851873
"650","to use the",3,0.000435666569851873
"651","too much to",3,0.000435666569851873
"652","top of my",3,0.000435666569851873
"653","two of the",3,0.000435666569851873
"654","up with a",3,0.000435666569851873
"655","up with the",3,0.000435666569851873
"656","us in the",3,0.000435666569851873
"657","using this yarn",3,0.000435666569851873
"658","valentine s day",3,0.000435666569851873
"659","vice president of",3,0.000435666569851873
"660","wait to see",3,0.000435666569851873
"661","waiting for a",3,0.000435666569851873
"662","wall street journal",3,0.000435666569851873
"663","want to have",3,0.000435666569851873
"664","want to read",3,0.000435666569851873
"665","was born in",3,0.000435666569851873
"666","was more of",3,0.000435666569851873
"667","was on the",3,0.000435666569851873
"668","was one of",3,0.000435666569851873
"669","was the only",3,0.000435666569851873
"670","we all know",3,0.000435666569851873
"671","we are doing",3,0.000435666569851873
"672","we got to",3,0.000435666569851873
"673","we needed to",3,0.000435666569851873
"674","welcome to the",3,0.000435666569851873
"675","were able to",3,0.000435666569851873
"676","were due to",3,0.000435666569851873
"677","wet and soiled",3,0.000435666569851873
"678","when i have",3,0.000435666569851873
"679","when they are",3,0.000435666569851873
"680","when you have",3,0.000435666569851873
"681","will be able",3,0.000435666569851873
"682","will not be",3,0.000435666569851873
"683","with a lot",3,0.000435666569851873
"684","with all the",3,0.000435666569851873
"685","with more than",3,0.000435666569851873
"686","working on a",3,0.000435666569851873
"687","would have been",3,0.000435666569851873
"688","would you like",3,0.000435666569851873
"689","wouldn t be",3,0.000435666569851873
"690","you can use",3,0.000435666569851873
"691","you don t",3,0.000435666569851873
"692","you know the",3,0.000435666569851873
"693","you like to",3,0.000435666569851873
"694","you need to",3,0.000435666569851873
"695","you never know",3,0.000435666569851873
"696","a bit more",2,0.000290444379901249
"697","a bottle and",2,0.000290444379901249
"698","a card i",2,0.000290444379901249
"699","a cell phone",2,0.000290444379901249
"700","a combination of",2,0.000290444379901249
"701","a couch next",2,0.000290444379901249
"702","a crime to",2,0.000290444379901249
"703","a critique of",2,0.000290444379901249
"704","a cup of",2,0.000290444379901249
"705","a day trip",2,0.000290444379901249
"706","a decade ago",2,0.000290444379901249
"707","a dram shop",2,0.000290444379901249
"708","a factor in",2,0.000290444379901249
"709","a family of",2,0.000290444379901249
"710","a federal appeals",2,0.000290444379901249
"711","a few other",2,0.000290444379901249
"712","a few seconds",2,0.000290444379901249
"713","a friend of",2,0.000290444379901249
"714","a great day",2,0.000290444379901249
"715","a great deal",2,0.000290444379901249
"716","a half stars",2,0.000290444379901249
"717","a link to",2,0.000290444379901249
"718","a little depth",2,0.000290444379901249
"719","a little disappointed",2,0.000290444379901249
"720","a little fresh",2,0.000290444379901249
"721","a long list",2,0.000290444379901249
"722","a look at",2,0.000290444379901249
"723","a lot in",2,0.000290444379901249
"724","a lot to",2,0.000290444379901249
"725","a male dominated",2,0.000290444379901249
"726","a man with",2,0.000290444379901249
"727","a matter of",2,0.000290444379901249
"728","a message is",2,0.000290444379901249
"729","a message to",2,0.000290444379901249
"730","a movie in",2,0.000290444379901249
"731","a night i",2,0.000290444379901249
"732","a number of",2,0.000290444379901249
"733","a period of",2,0.000290444379901249
"734","a plain dealer",2,0.000290444379901249
"735","a plane crash",2,0.000290444379901249
"736","a point lead",2,0.000290444379901249
"737","a problem to",2,0.000290444379901249
"738","a quest to",2,0.000290444379901249
"739","a report of",2,0.000290444379901249
"740","a residence was",2,0.000290444379901249
"741","a run in",2,0.000290444379901249
"742","a sad day",2,0.000290444379901249
"743","a shot of",2,0.000290444379901249
"744","a side of",2,0.000290444379901249
"745","a small hole",2,0.000290444379901249
"746","a small saucepan",2,0.000290444379901249
"747","a spokesman for",2,0.000290444379901249
"748","a statement that",2,0.000290444379901249
"749","a teacher from",2,0.000290444379901249
"750","a team of",2,0.000290444379901249
"751","a time when",2,0.000290444379901249
"752","a total of",2,0.000290444379901249
"753","a trip down",2,0.000290444379901249
"754","a video of",2,0.000290444379901249
"755","a week after",2,0.000290444379901249
"756","a while there",2,0.000290444379901249
"757","a year later",2,0.000290444379901249
"758","able to play",2,0.000290444379901249
"759","able to see",2,0.000290444379901249
